rank,strategy_name,params,start_dt,end_dt,initial_equity,final_equity,total_return,total_return_percent,annualized_return_percent,max_drawdown,max_drawdown_percent,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,win_rate,profit_factor,total_commission_cost,total_slippage_cost,total_cost,risk_triggered,frozen_during_backtest,frozen_reason,status,error_message
1,DoubleMAStrategy_Opt_1,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,35.0,0.0,35.0,False,False,,completed,
2,DoubleMAStrategy_Opt_2,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
3,DoubleMAStrategy_Opt_3,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0,35.0,0.0,35.0,False,False,,completed,
4,DoubleMAStrategy_Opt_4,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
5,DoubleMAStrategy_Opt_5,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
6,DoubleMAStrategy_Opt_6,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
7,DoubleMAStrategy_Opt_7,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
8,DoubleMAStrategy_Opt_8,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
9,DoubleMAStrategy_Opt_9,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
10,DoubleMAStrategy_Opt_10,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
11,DoubleMAStrategy_Opt_11,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
12,DoubleMAStrategy_Opt_12,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
13,DoubleMAStrategy_Opt_13,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
14,DoubleMAStrategy_Opt_15,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
15,DoubleMAStrategy_Opt_16,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
16,DoubleMAStrategy_Opt_17,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
17,DoubleMAStrategy_Opt_19,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
18,DoubleMAStrategy_Opt_20,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
19,DoubleMAStrategy_Opt_21,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
20,DoubleMAStrategy_Opt_23,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
21,DoubleMAStrategy_Opt_25,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
22,DoubleMAStrategy_Opt_27,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
23,DoubleMAStrategy_Opt_28,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
24,DoubleMAStrategy_Opt_29,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
25,DoubleMAStrategy_Opt_30,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
26,DoubleMAStrategy_Opt_31,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
27,DoubleMAStrategy_Opt_32,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
28,DoubleMAStrategy_Opt_34,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
29,DoubleMAStrategy_Opt_35,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
30,DoubleMAStrategy_Opt_36,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
31,DoubleMAStrategy_Opt_37,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
32,DoubleMAStrategy_Opt_39,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,55.0,0.0,55.0,False,False,,completed,
33,DoubleMAStrategy_Opt_40,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
34,DoubleMAStrategy_Opt_41,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
35,DoubleMAStrategy_Opt_43,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
36,DoubleMAStrategy_Opt_44,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
37,DoubleMAStrategy_Opt_46,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
38,DoubleMAStrategy_Opt_47,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
39,DoubleMAStrategy_Opt_48,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
40,DoubleMAStrategy_Opt_50,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
41,DoubleMAStrategy_Opt_51,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
42,DoubleMAStrategy_Opt_52,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
43,DoubleMAStrategy_Opt_54,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
44,DoubleMAStrategy_Opt_55,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
45,DoubleMAStrategy_Opt_56,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,25.0,0.0,25.0,False,False,,completed,
46,DoubleMAStrategy_Opt_58,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
47,DoubleMAStrategy_Opt_59,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
