rank,strategy_name,params,start_dt,end_dt,initial_equity,final_equity,total_return,total_return_percent,annualized_return_percent,max_drawdown,max_drawdown_percent,sharpe_ratio,sortino_ratio,calmar_ratio,total_trades,win_rate,profit_factor,total_commission_cost,total_slippage_cost,total_cost,risk_triggered,frozen_during_backtest,frozen_reason,status,error_message
96,DoubleMAStrategy_Opt_124,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
97,DoubleMAStrategy_Opt_127,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
98,DoubleMAStrategy_Opt_128,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
99,DoubleMAStrategy_Opt_129,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
100,DoubleMAStrategy_Opt_131,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
101,DoubleMAStrategy_Opt_133,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
102,DoubleMAStrategy_Opt_135,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
103,DoubleMAStrategy_Opt_136,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
104,DoubleMAStrategy_Opt_137,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0,15.0,0.0,15.0,False,False,,completed,
105,DoubleMAStrategy_Opt_138,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
106,DoubleMAStrategy_Opt_140,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
107,DoubleMAStrategy_Opt_144,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,5.0,0.0,5.0,False,False,,completed,
108,DoubleMAStrategy_Opt_14,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
109,DoubleMAStrategy_Opt_18,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
110,DoubleMAStrategy_Opt_22,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
111,DoubleMAStrategy_Opt_24,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
112,DoubleMAStrategy_Opt_26,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
113,DoubleMAStrategy_Opt_33,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 2, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
114,DoubleMAStrategy_Opt_38,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
115,DoubleMAStrategy_Opt_42,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
116,DoubleMAStrategy_Opt_45,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
117,DoubleMAStrategy_Opt_49,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
118,DoubleMAStrategy_Opt_53,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
119,DoubleMAStrategy_Opt_57,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 7, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
120,DoubleMAStrategy_Opt_60,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
121,DoubleMAStrategy_Opt_62,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
122,DoubleMAStrategy_Opt_68,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
123,DoubleMAStrategy_Opt_69,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
124,DoubleMAStrategy_Opt_70,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
125,DoubleMAStrategy_Opt_72,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 3, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
126,DoubleMAStrategy_Opt_74,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 8, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
127,DoubleMAStrategy_Opt_78,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 8, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
128,DoubleMAStrategy_Opt_81,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 8, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
129,DoubleMAStrategy_Opt_88,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
130,DoubleMAStrategy_Opt_96,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
131,DoubleMAStrategy_Opt_97,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
132,DoubleMAStrategy_Opt_104,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
133,DoubleMAStrategy_Opt_105,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
134,DoubleMAStrategy_Opt_106,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 4, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
135,DoubleMAStrategy_Opt_119,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 7, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
136,DoubleMAStrategy_Opt_123,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
137,DoubleMAStrategy_Opt_126,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 10, ""rsi_period"": 21, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
138,DoubleMAStrategy_Opt_130,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
139,DoubleMAStrategy_Opt_132,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
140,DoubleMAStrategy_Opt_134,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 12, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
141,DoubleMAStrategy_Opt_139,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
142,DoubleMAStrategy_Opt_141,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 14, ""rsi_threshold"": 55.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
143,DoubleMAStrategy_Opt_142,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 45.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
144,DoubleMAStrategy_Opt_143,"{""contract"": ""SHFE.rb2410"", ""kline_duration"": 60, ""use_ema"": false, ""use_rsi_filter"": true, ""short_period"": 5, ""long_period"": 14, ""rsi_period"": 21, ""rsi_threshold"": 50.0}",2024-01-02,2024-02-01,1000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,,completed,
